date,read,link
9월 9일,다니엘 3-4장,https://www.youtube.com/playlist?list=PL-MVshquUXWF4M86yalCK1Qg9u4BV9_BQ
9월 10일,다니엘 5-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWEg0Qjmp6a17_GlCNsTzxf7
9월 11일,다니엘 7-9장,https://www.youtube.com/playlist?list=PL-MVshquUXWGatrvJ_Cgl60ThNSZTjdIq
9월 12일,다니엘 10-12장,https://www.youtube.com/playlist?list=PL-MVshquUXWHTmLOfLf030CPpEKR0QnkG
9월 13일,에스라 1-2장,https://www.youtube.com/playlist?list=PL-MVshquUXWEoouR1ZwWGd9sH4oQbH5CF
9월 14일,에스라 3-4장,https://www.youtube.com/playlist?list=PL-MVshquUXWGNZnyi7zXNXcJLVfUzh0bj
9월 16일,학개 1-2장,https://www.youtube.com/playlist?list=PL-MVshquUXWGLHUO5uDGZVQhU3IgVhBOE
9월 17일,스가랴 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWFQs1Ckq5xu2hNR6h5Oc4UR
9월 18일,스가랴 7-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWG8vm4n0o1ZDQCSFFibDW-1
9월 19일,스가랴 11-14장,https://www.youtube.com/playlist?list=PL-MVshquUXWHyT4Uio67Jfmyd70kmgvZJ
9월 20일,에스라 5-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWG0_jLGYCFWKogjCAWzkvv6
9월 21일,에스더 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWFDGF_AD5lHTaycoAz9uxI1
9월 23일,에스더 4-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWGNAua5pW-FUBBl4KZfTccb
9월 24일,에스더 7-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWGjcpJtb4RzxDrcZAAPcMvb
9월 25일,에스라 7-8장,https://www.youtube.com/playlist?list=PL-MVshquUXWGXIv3GhlJF9T3sACaodoyA
9월 26일,에스라 9-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWE9I3K7lJmVcsUTAWdcGTON
9월 27일,느헤미야 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWFN2EV2Utgutl7S0iPmIOuE
9월 28일,느헤미야 4-7장,https://www.youtube.com/playlist?list=PL-MVshquUXWGndLv7H9jl-_zLOL7Nws6Y
9월 30일,느헤미야 8-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWGFptQUVZEv70S0ZF2rGviW
10월 1일,느헤미야 11-13장,https://www.youtube.com/playlist?list=PL-MVshquUXWFf5AKAOgmYrmY9lM1ybMNy
10월 2일,말라기 1-4장,https://www.youtube.com/playlist?list=PL-MVshquUXWGj-4FRbe4t1zNWmByQ9x52
10월 3일,마태복음 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWEVt41yX_ov1ImqzLkIZxkx
10월 4일,마태복음 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWH4Mfzn9GBJPQqb0JKgOf6Q
10월 5일,마태복음 11-15장,https://www.youtube.com/playlist?list=PL-MVshquUXWHaCUEJXUCEqQLQ4dEcsWPT
10월 7일,마태복음 16-20장,https://www.youtube.com/playlist?list=PL-MVshquUXWEXb4CT3j8vDdYZUw43J0EI
10월 8일,마태복음 21-24장,https://www.youtube.com/playlist?list=PL-MVshquUXWFFK0nU4F5iRSwTOlk8IvQo
10월 9일,마태복음 25-28장,https://www.youtube.com/playlist?list=PL-MVshquUXWHIARB-9KfP8E0rGSVygat1
10월 10일,마가복음 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWFJ9lc3NUGIDiHXLEC081sU
10월 11일,마가복음 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWGQE0VwCKTEwwVcVibNsXb7
10월 12일,마가복음 11-16장,https://www.youtube.com/playlist?list=PL-MVshquUXWGL1k2CtjxnR6ZPHeiAyTN7
10월 14일,누가복음 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWFbaJoRMJ3DMeHQ7KNnlg2l
10월 15일,누가복음 7-12장,https://www.youtube.com/playlist?list=PL-MVshquUXWHpHYjToOX1-HALoUSQVceR
10월 16일,누가복음 13-18장,https://www.youtube.com/playlist?list=PL-MVshquUXWGZ04oM0pxJPbJLQ5dvLcGC
10월 17일,누가복음 19-24장,https://www.youtube.com/playlist?list=PL-MVshquUXWET4yFg6H_POSA-cjihFM3L
10월 18일,요한복음 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWGKQrHxxo6EygupkGb3oJhL
10월 19일,요한복음 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWF6wVRj4r6eJO2ZzIddPdyv
10월 21일,요한복음 11-15장,https://www.youtube.com/playlist?list=PL-MVshquUXWGXSqbs8JCt_w8jMo8bfiyD
10월 22일,요한복음 16-21장,https://www.youtube.com/playlist?list=PL-MVshquUXWH95dStzxkG9b5ZXbFevBGP
10월 23일,사도행전 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWGcQ-z1yhHkZx6pwdmrAhnj
10월 24일,사도행전 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWFanim50PhPEkcpsCHuokyJ
10월 25일,사도행전 11장-15:35절,https://www.youtube.com/playlist?list=PL-MVshquUXWHqc3-GFDzM7pvgSfhZwwxJ
10월 26일,사도행전 15:36절-18:22절,https://www.youtube.com/playlist?list=PL-MVshquUXWFk1VzR8gv4sNSzCSQpuB3S
10월 28일,데살로니가전서 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWFvs02CAzAilrEfBOz2IF9j
10월 29일,데살로니가후서 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWFvK5kPpAy5MQ3vEafukK-f
10월 30일,갈라디아서 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWEcD8TPvAyAlVQjHtvcTv-T
10월 31일,"사도행전 18:23절-19장, 고린도전서 1-5장 ",https://www.youtube.com/playlist?list=PL-MVshquUXWEYW23ghVThEIxUNtWWVnQa
11월 1일,고린도전서 6-11장,https://www.youtube.com/playlist?list=PL-MVshquUXWHImWn_bkvggQbxFQct9y8k
11월 2일,고린도전서 12-16장,https://www.youtube.com/playlist?list=PL-MVshquUXWFkrmoN9wyFxPTl1gX586E_
11월 4일,고린도후서 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWGHIn92OolyKpz526llSgTB
11월 5일,고린도후서 7-13장,https://www.youtube.com/playlist?list=PL-MVshquUXWEpumtdlBL8tXT9cby5FyK3
11월 6일,"사도행전 20:1-6절, 로마서 1-5장 ",https://www.youtube.com/playlist?list=PL-MVshquUXWGHH1HqGTY2_QkIDu3PFJN3
11월 7일,로마서 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWHQ8LjKQvbE_KUxDMZx0h6G
11월 8일,로마서 11-16장,https://www.youtube.com/playlist?list=PL-MVshquUXWGjk5AvrJqt77WWrs9wFD_q
11월 9일,사도행전 20:7절-23장,https://www.youtube.com/playlist?list=PL-MVshquUXWGq8hwvliwia5Lk9oYNmL3F
11월 11일,사도행전 24-28장,https://www.youtube.com/playlist?list=PL-MVshquUXWHSkhIAaUR891jygk4WNsPM
11월 12일,에베소서 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWEgSBa6t_hRF2EvHViCATWt
11월 13일,빌립보서 1-4장,https://www.youtube.com/playlist?list=PL-MVshquUXWHxOuwEwE0W4ZZmhEOd-bJn
11월 14일,"골로새서 1-4장, 빌레몬서 1장 ",https://www.youtube.com/playlist?list=PL-MVshquUXWGMrlG5BtaGwJdOSmDrzY1o
11월 15일,디모데전서 1-6장,https://www.youtube.com/playlist?list=PL-MVshquUXWEN_Xz5spaVIZAdtw8vsJL-
11월 16일,디도서 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWHji_Buic1Whxzjl7tl2MSp
11월 18일,디모데후서 1-4장,https://www.youtube.com/playlist?list=PL-MVshquUXWHpVoIxPKkb8AAM54-rpdmK
11월 19일,히브리서 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWFpvNF4THrrVf3Wt3gxic3W
11월 20일,히브리서 6-10장,https://www.youtube.com/playlist?list=PL-MVshquUXWF6nJoUXmFXccvqzO6kPaDy
11월 21일,히브리서 11-13장,https://www.youtube.com/playlist?list=PL-MVshquUXWF2PpY-9IQA7IhKym_H7Scx
11월 22일,야고보서 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWGiZvrF8hO880h4tpDzmena
11월 23일,베드로전서 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWEl_mYaz8AI6x1g-r8EtvDn
11월 25일,베드로후서 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWHtXhOMP_J2NbaS10-lzWeI
11월 26일,요한일서 1-5장,https://www.youtube.com/playlist?list=PL-MVshquUXWE6N67r5QE2Vhl2qMaOAsQq
11월 27일,"요한이서 1장, 요한삼서 1장, 유다서 1장 ",https://www.youtube.com/playlist?list=PL-MVshquUXWFFqMlTb3YtVFMfFTjEqqvV
11월 28일,요한계시록 1-3장,https://www.youtube.com/playlist?list=PL-MVshquUXWE7CobXjxIQgyjrAbZd66gY
11월 29일,요한계시록 4-7장,https://www.youtube.com/playlist?list=PL-MVshquUXWFd63jAbjfh3Kh_IiZcxNme
11월 30일,요한계시록 8-11장,https://www.youtube.com/playlist?list=PL-MVshquUXWEyX3daylg6hl2umP-qxC3Q
12월 2일,요한계시록 12-15장,https://www.youtube.com/playlist?list=PL-MVshquUXWEggSEEZmnXN6xrN5_ys4vD
12월 3일,요한계시록 16-18장,https://www.youtube.com/playlist?list=PL-MVshquUXWH8YkHMNahVckcsq5BXzvl5
12월 4일,요한계시록 19-22장,https://www.youtube.com/playlist?list=PL-MVshquUXWExrErkF2XXy-FB6UKJahBO
